listing_id,source_url,listing_url,extraction_timestamp,detection_timestamp,data_quality_score,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model_trim,model_trim_confidence,exterior_color,interior_color,exterior_color_confidence,interior_color_confidence,source,source_confidence,total_options,total_options_value,total_options_msrp,options_categories,options_list,fair_value_usd,fair_value_calculation,asking_price_usd,deal_delta_usd,deal_percentage,deal_quality
96,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/15f6c97f-b5e8-4133-9641-12573ee913f8/?aff=atempst&utm_campaign=atempst&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-30T15:32:06.226996,2025-08-30T15:32:07.105723,1.0,2008,1.0,"$22,500",1.0,"71,000",1.0,Cayman Base,1.0,Blue,Blue,1.0,1.0,AutoTempest,1.0,0,0,0,,,32000,"{'base_value': 30500, 'year_adjustment': 2000, 'model_premium': 0, 'mileage_adjustment': -500, 'color_premium': 0, 'calculation_timestamp': '2025-08-30T15:32:07.127575'}",22500,9500,29.6875,Excellent Deal
97,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/b7d2f7cc-2d73-42f0-9ba3-b25f592789cc/?aff=atempst&utm_campaign=atempst&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-30T15:32:06.227076,2025-08-30T15:32:07.106725,1.0,2006,1.0,"$50,000",1.0,"16,800",1.0,Cayman S,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,34700,"{'base_value': 30500, 'year_adjustment': 3000, 'model_premium': 0, 'mileage_adjustment': 1000, 'color_premium': 200, 'calculation_timestamp': '2025-08-30T15:32:07.127585'}",50000,-15300,-44.09221902017291,Overpriced
98,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/0749075c-bd0d-4b54-bd43-25c18138cfe9/?aff=atempst&utm_campaign=atempst&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-30T15:32:06.227156,2025-08-30T15:32:07.107625,1.0,2007,1.0,"$22,900",1.0,"102,112",1.0,Cayman S,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,0,850,3350,"exterior, technology, seating","18–19"" Upgraded Wheels, BOSE Surround Sound, Heated Seats",31700,"{'base_value': 30500, 'year_adjustment': 2500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-30T15:32:07.127594'}",22900,8800,27.760252365930597,Excellent Deal
99,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0AB29816U783057/?referrer_id=autotempest,2025-08-30T15:32:06.227236,2025-08-30T15:32:07.108790,1.0,2006,1.0,"$20,999",1.0,"87,369",1.0,Cayman S,1.0,Guards Red,Sand Beige,1.0,1.0,AutoTempest,1.0,0,0,0,,,32500,"{'base_value': 30500, 'year_adjustment': 3000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 500, 'calculation_timestamp': '2025-08-30T15:32:07.127602'}",20999,11501,35.38769230769231,Excellent Deal
100,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0AB29886U780642/?referrer_id=autotempest,2025-08-30T15:32:06.227320,2025-08-30T15:32:07.110023,1.0,2006,1.0,"$26,495",1.0,"68,137",1.0,Cayman S,1.0,Basalt Black Metallic,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,33500,"{'base_value': 30500, 'year_adjustment': 3000, 'model_premium': 0, 'mileage_adjustment': -500, 'color_premium': 500, 'calculation_timestamp': '2025-08-30T15:32:07.127610'}",26495,7005,20.91044776119403,Excellent Deal
101,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0AB29856U780873/?referrer_id=autotempest,2025-08-30T15:32:06.227402,2025-08-30T15:32:07.111110,1.0,2006,1.0,"$19,888",1.0,"105,577",1.0,Cayman S,1.0,Gray,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,32200,"{'base_value': 30500, 'year_adjustment': 3000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-30T15:32:07.127618'}",19888,12312,38.2360248447205,Excellent Deal
102,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0AB29886U784710/?referrer_id=autotempest,2025-08-30T15:32:06.227480,2025-08-30T15:32:07.112147,1.0,2006,1.0,"$26,888",1.0,"58,801",1.0,Cayman S,1.0,Gray,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,33200,"{'base_value': 30500, 'year_adjustment': 3000, 'model_premium': 0, 'mileage_adjustment': -500, 'color_premium': 200, 'calculation_timestamp': '2025-08-30T15:32:07.127628'}",26888,6312,19.012048192771083,Excellent Deal
103,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0AB29866U780526/?referrer_id=autotempest,2025-08-30T15:32:06.227556,2025-08-30T15:32:07.113177,1.0,2006,1.0,"$25,998",1.0,"53,978",1.0,Cayman S,1.0,Basalt Black Metallic,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,33500,"{'base_value': 30500, 'year_adjustment': 3000, 'model_premium': 0, 'mileage_adjustment': -500, 'color_premium': 500, 'calculation_timestamp': '2025-08-30T15:32:07.127650'}",25998,7502,22.394029850746268,Excellent Deal
104,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0AB29818U780503/?referrer_id=autotempest,2025-08-30T15:32:06.227634,2025-08-30T15:32:07.114224,1.0,2008,1.0,"$23,995",1.0,"84,960",1.0,Cayman S,1.0,Gray,Gray,1.0,1.0,AutoTempest,1.0,0,0,0,,,31000,"{'base_value': 30500, 'year_adjustment': 2000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 0, 'calculation_timestamp': '2025-08-30T15:32:07.127658'}",23995,7005,22.596774193548388,Excellent Deal
105,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0AB29846U782324/?referrer_id=autotempest,2025-08-30T15:32:06.227915,2025-08-30T15:32:07.115303,1.0,2006,1.0,"$18,420",1.0,"116,387",1.0,Cayman S,1.0,Cobalt Blue Metallic,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,32200,"{'base_value': 30500, 'year_adjustment': 3000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-30T15:32:07.127666'}",18420,13780,42.79503105590062,Excellent Deal
